	Tweets	date	polarity
0	The good old times ;-) #bitcoin #goodoldtimes	2017-10-04	0.3499999999999999
1	"Bitcoin percentage of market cap: 49.13 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance"	2017-10-04	0.0
2	$SYS #syscoin #bitcoin #blockchain WINNING!	2017-10-04	0.625
3	"FREE BTC Give away : Join and retweet  and win 0.001 BTC to 10 lucky winners
https://t.me/honesttrading 
$BTC $ETH $LTC $XRP $KMD $VTC $XVG $PAY"	2017-10-04	0.5111111111111112
4	$EBTC airdrop now worth $432/person........ $btc #bitcoin @ebtctoken. Whoa.  Maxed out supply, high demand.  Watch the volume, folks!!!	2017-10-04	0.30625
5	A REAL take on #NO2X: When ppl are trying to destroy Bitcoin, Mine & Buy Litecoin $LTC #Litecoin #Bitcoin $BTC #HODL #BTFD #Strategy	2017-10-04	0.0
6	"oh. stop the presses ""AML"" bitcoin is here. with ""upgraded cryptography""  "	2017-10-04	0.0
7	"Six most influential AI ideas, handpicked by Neuron

https://rados.io/posts/six-most-influential-ideas-in-the-history-of-ai …

#cryptotrading #bitcoin #ethereum #ArtificialIntelligence"	2017-10-04	0.5
8	Segwit2x: REAL Banker TAKEOVER?/ Much More News! #ethereum #bitcoin #segwit2x #crimea #usa #trump #economics	2017-10-04	0.4125
9	"How #Blockchain works?
via @ZDNet
#Fintech #makeyourownlane #Mpgvip #cryptocurrency #AI #defstar5 #ETHEREUM #Bitcoin #cybersecurity #infosec"	2017-10-04	0.0
10	#blockchain in the #engery  and utilities sector.  #bitcoin #IoT #tech  #bigdata #fintech #crypto #vt #SmartCity #btc $btc 	2017-10-04	0.0
11	$ptoy now buy wall #cryptocurrency @patientory #bitcoin #altcoin @cryptocoinradar	2017-10-04	0.0
12	"#Bitcoin Price Rises as Catalonia Asserts Independence:
https://btcmanager.com/bitcoin-price-rise-as-catalonia-asserts-independence/ …
#economy #geopolitics #crypto #finance #blockchain $BTC "	2017-10-04	0.0
13	The Whaleclub classroom is now open, join now on http://classroom.whaleclub.io  We also got a new forum on whaleclub.io #bitcoin #altcoins $crypto	2017-10-04	0.06818181818181818
14	The moment you have all been waiting for is here.... Class is now in session:  https://t.me/Whaleclubclassroom … $Crypto #bitcoin #altcoin	2017-10-04	0.0
15	"Seen on the user interface of @BitPOS new #Bitcoin ATMs in Sydney. How good is that? :)

@bitsonlinecom @TalonTech1  @ryszard99 @toddbyrne"	2017-10-04	0.4454545454545455
16	Weekly Statistics 27Sep-4Oct #Blockchain #Technology #Bitcoin #Cryptocurrency #digital #money #infographic	2017-10-04	0.0
17	#Blockchain & #Bitcoin Markets #Statistics #infographic 4th October 2017 #cryptocurrency #money #BTC #BLX http://ow.ly/iCJI30fE8kw  	2017-10-04	0.0
18	$SANP read up on the DD, this Bitcoin mining merger is huge. more news hitting within days @podwerks	2017-10-04	0.45000000000000007
19	How To Explain Cryptocurrencies And Blockchains To The Average Person http://bit.ly/2xV6Xco  #bitcoin #blockchain #fintech #cryptocurrency	2017-10-04	-0.15
20	#PrincetonU prof. Arvind Narayanan (@random_walker) explores @Bitcoin and the advent of humanistic technology: http://ow.ly/bnpH50eq3n5  pic.twitter.com/fpvZEl47g7	2017-10-04	0.0
21	Swiss Technical University Accepts Bitcoin to Boost Tech Cred -.@hslu .@thecryptovalley #bitcoin #tech #news	2017-10-04	0.0
22	Opening the last session is Dan Morehead of @PanteraCapital to talk about bitcoin and ICOs at #SohnSF2017	2017-10-04	0.0
23	"Grammar is key here. $NEM visiting $SNM . Now why would they do that... If they partner up, boom. Keep an eye on it

$neo $wtc $eth $btc "	2017-10-04	0.0
24	#NEM visiting #SONM at Barcelona Industry Week 2017 #bcnindustry 	2017-10-04	0.0
25	I still don’t understand why people are selling NEO.  #neo $ok #ltc $pay $neo $qtum $ltc $omg #btc $btc $wtc	2017-10-04	0.5
26	The only thing Bitcoin defines is how many you have to send to someone else.	2017-10-04	0.25
27	Bitcoin doesn’t define what it is. They’re whatever the sender and receiver mutually agree they are. 	2017-10-04	0.0
28	Non-tech view of conflicting visions of BTC/BCH 	2017-10-04	0.0
29	1 eternity later. Finally that btc transaction got confirmed. Fiat for the chair. 	2017-10-04	0.13333333333333333
30	"Exploring Bitnation’s Pangea, #ICO self-regulation, and $IOTA weaknesses: listen to Ep 226 #podcast $btc $BCH
http://neocashradio.com/?p=2074 "	2017-10-04	0.0
31	Retraining orders are my favorite orders.	2017-10-04	0.5
32	"$wtc is still going to pump. October is a big month for it. Strong community. I hope you took advantage of that dip 
$wtc $btc $eth"	2017-10-04	0.21666666666666665
33	"#EthereumDark just hit $1.53; we're up +$6,500 profit in 36 hours!

$ETHD
#Possible+1,000%Gainer

http://CryptoCurrencyAlerts.com 

$BTC $ETH $NEO"	2017-10-04	0.0
34	In China, Cryptocurrency Sales go underground, but high pressure tactics remain. HT @YapCW @SerenaNgWSJ #Bitcoin  	2017-10-04	0.16
35	"#Bitcoin: Bearish wedge pattern since 15. September = unstable uptrend

Be careful. I'am at the sidelines.

$BTC $btcusd #cryptocurrency"	2017-10-04	-0.1
36	What Is #Zcash? Why Edward Snowden Calls It The “Most Interesting Bitcoin Alternative”? https://fossbytes.com/what-is-zcash-interesting-bitcoin-alternative/ … via @@fossbytes14	2017-10-04	0.5
